Title,Company,Date,Location,Skills,Links,Job Requirements
Shift Electrical Engineer,City Glass -,23 days ago,"10th of Ramadan City, Cairo, Egypt ",Full TimeOn-siteExperienced  5 - 7 Yrs of Exp  males_only  Installation/Maintenance/Repair  Engineering - Mechanical/Electrical  Classic control  Control  Electrical Maintenance  Electrical Engineering  PLC,https://wuzzuf.net/jobs/p/bMUntSliXrp1-Shift-Electrical-Engineer-City-Glass-Cairo-Egypt,1 to 4 years of experience in data science . Solid understanding of Artificial intelligence models and different use cases implementations. Solid scripting skills in Python. Solid understanding of Mathematics and probability behind the AI models implementation. Experience in AI solutions such as Data Robot or Dataiku is a plus. 
Computer Vision Engineer,RTR Software Solutions  -,29 days ago,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced  2 - 5 Yrs of Exp  IT/Software Development  English  technical  Engineering  Communication skills  Python  Computer Vision  NLP  yolo,https://wuzzuf.net/jobs/p/PExD7hrcOjRm-Computer-Vision-Engineer-RTR-Software-Solutions-Cairo-Egypt,Bachelor degree in Finance/Accounting4-6 years of experience in cost accounting.Background ERP System is a mustVery good in English ;language.Skills: Active Learning problem Solving Time Management Communication skillsComputer skillsAttention to Detail Analytical thinking Stress Tolerance
Senior Full Stack Engineer,USYTech -,2 days ago,"Heliopolis, Cairo, Egypt ",Full TimeHybridEntry Level  1+ Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Development  Information Technology (IT)  Software Development  Web Development  JavaScript  React  Ruby,https://wuzzuf.net/jobs/p/lFH6e01rB6dl-Senior-Full-Stack-Engineer-USYTech-Cairo-Egypt,fresh grad from Mechanical engineering excellent in Microsoft office 
Full Stack Engineer,USYTech -,21 days ago,"Heliopolis, Cairo, Egypt ",Full TimeHybridEntry Level  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Development  Information Technology (IT)  Software Development  Web Development  Software  Full Stack Development,https://wuzzuf.net/jobs/p/iDmgNQpFITzp-Full-Stack-Engineer-USYTech-Cairo-Egypt," Qualifications:Bachelor’s degree in Computer Science, Information Technology, or related field.Proven experience as a Machine Learning Engineer or similar role. Technical Skills:Extensive experience with Python is essential.Strong knowledge for different ML libraries and frameworks such as Scikit-learn, TensorFlow and PyTorch.Familiarity with convolutional and recurrent neural networks. "
Senior Python Developer,Visionare -,1 month ago,"Alexandria, Egypt ",Full TimeHybridExperienced  5 - 20 Yrs of Exp  IT/Software Development  Senior Python Developer  Python  Django  Flask  RESTful APIs  PostgreSQL  MySQL  Docker  Kubernetes,https://wuzzuf.net/jobs/p/xg3DZrKJMRLu-Senior-Python-Developer-Visionare-Alexandria-Egypt,Grad From Mechanical Engineer Excellent in Microsoft office 
Production Internship - Alexandria,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,1 month ago,"Ameria, Alexandria, Egypt ",InternshipOn-siteEntry Level  0 - 1 Yrs of Exp  Manufacturing/Production  Science  Production,https://wuzzuf.net/internship/CsZGw32yc5VL-Production-Internship---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent professional experience.Minimum of 5 years of experience in full-stack web development, with a strong understanding of Django (Python) for the backend and React for the frontend.Proficient in Django web framework, Django REST Framework, and React.Experience with RESTful API development and microservices architecture.Knowledge of database systems (e.g., PostgreSQL, MySQL) and their integration with Django applications.Familiarity with AI technologies, such as natural language processing, machine learning, and deep learning, and their integration with web applications.Strong problem-solving, analytical, and debugging skills.Excellent communication, leadership, and project management skills.Ability to work in a collaborative and cross-functional team environment.Commitment to staying up-to-date with the latest technologies and industry best practices in Django, React, and AI integration."
Admin Assistant,Tawasoa Factoring -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeOn-siteExperienced  3 - 5 Yrs of Exp  Administration  Administration  Communication  Communication skills  English  MS Office  Accounting  Secretary,https://wuzzuf.net/jobs/p/rGyATJIMaHJW-Admin-Assistant-Tawasoa-Factoring-Cairo-Egypt,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent professional experience.Minimum of 5 years of experience in full-stack web development, with a strong understanding of Django (Python) for the backend and React for the frontend.Proficient in Django web framework, Django REST Framework, and React.Experience with RESTful API development and microservices architecture.Knowledge of database systems (e.g., PostgreSQL, MySQL) and their integration with Django applications.Familiarity with AI technologies, such as natural language processing, machine learning, and deep learning, and their integration with web applications.Strong problem-solving, analytical, and debugging skills.Excellent communication, leadership, and project management skills.Ability to work in a collaborative and cross-functional team environment.Commitment to staying up-to-date with the latest technologies and industry best practices in Django, React, and AI integration."
Senior AWS Administrator,StreetScan -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced  7 - 10 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  AWS  Information Technology (IT)  System Admin  System Administration  PostgreSQL  Docker  Node.js,https://wuzzuf.net/jobs/p/w2Lsubtr4L8u-Senior-AWS-Administrator-StreetScan-Cairo-Egypt,"Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.5+ years of professional experience in backend development using Python.Solid understanding of software design patterns, data structures, and algorithms.Proven experience with AI/ML frameworks (e.g., Tensor Flow, PyTorch, Sickie-Learn) and deploying machine learning models.Strong experience with web frameworks (e.g., Flask, Django) and building RESTful APIs.Familiarity with cloud platforms (AWS, GCP, Azure) and containerization (Docker, Kubernetes).Solid understanding of relational and NoSQL databases.Experience with microservices architecture and distributed systems is a plus.Excellent problem-solving skills and the ability to work independently or as part of a team.Effective communication skills and a collaborative mindset."
Production Engineer,Zahranco Engineering Trade -,2 months ago,"Badr City, Cairo, Egypt ",InternshipOn-siteEntry Level  Manufacturing/Production  Engineering - Mechanical/Electrical  Engineering - Other  engineer  Engineering  Manufacturing  Mechanical Engineering  Production  Production engineer,https://wuzzuf.net/internship/xeqAM2Y70Tah-Production-Engineer-Zahranco-Engineering-Trade-Cairo-Egypt," 1. CNC Machine Maintenance: Perform routine inspections and preventive maintenance on CNC machines to ensure optimal performance and minimize equipment failures. This includes assessing mechanical and hydraulic systems, troubleshooting, diagnosing and repairing mechanical malfunctions. 2. Troubleshooting and Repairs: Investigate and resolve issues related to CNC machines promptly. Use diagnostic tools and knowledge of both mechanical & hydraulic systems to identify problems, repair or replace faulty components, and restore machines to operational status. 3. Calibration and Alignment: Conduct regular calibration and alignment procedures on CNC machines to maintain accuracy and precision. 4. Documentation and Reporting: Maintain accurate records of machine maintenance activities, including inspection reports, repairs performed, and replacement parts used.  Qualifications and Requirements: - Bachelor's degree in Mechanical - Production Engineering or a related field. -Hard working - 3:5 Years experience in  maintenance of sheet metal CNC machines -Experience in CNC sheet metal machines (fiber laser, press brakes, punch press and shears) is a plus- Proven experience in maintenance, troubleshooting, and repair of CNC machines or similar automated systems.- Strong knowledge of mechanical and hydraulic systems, and components commonly used in CNC machines. - Familiarity with sheet metal CNC machines programming and operating controllers such as Delem, Esa, Cybelec, Fanuc.... Etc- Excellent problem-solving skills and the ability to work under pressure to resolve urgent issues. - Effective communication skills - Ability to adapt to changing priorities and handle multiple tasks simultaneously. - Continuous learning mindset to stay updated with evolving technologies and industry trends."
Quality Manager,MY WAY -,29 days ago,"Obour City, Cairo, Egypt ",Full TimeOn-siteManager  7 - 12 Yrs of Exp  Operations/Management  Quality  ISO  Quality Assurance  Quality Control  GMP  5S Lean Manufacturing Methodology  ISO 9000,https://wuzzuf.net/jobs/p/sN0x9sWVw2l6-Quality-Manager-MY-WAY-Cairo-Egypt,"Minimum 3 years experience teaching AI data science and machine learning courses in a well known Training Centers or the ITI or the NTI.5+ years of industry experience.Teaching/tutoring/mentorship experience.Proficiency in Python, Machine Learning (Unsupervised and Supervised Learning), Natural Language Processing, Deep Learning and Neural Networks, Linear Regression, Transformers, and AI applications.Share your own professional experiences and industry insight with the students.Be able to infuse empathy, support, encouragement, and fun into the student experience."
Software Engineer -  UAE,Yeah! Global -,22 days ago,"Dubai, United Arab Emirates ",Full TimeEntry Level  IT/Software Development  Quality  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Development  Software Engineering  Engineering  Computer Engineering  Software,https://wuzzuf.net/jobs/p/g/4vzxZOBW88CI-Software-Engineer---UAE-Yeah-Global-Dubai-United-Arab-Emirates,"Required Skills and Qualifications:10+ years of experience in Python programming.Extensive experience with TensorFlow and PyTorch.Strong knowledge of machine learning algorithms and deep learning techniques.Proficiency in data visualization tools such as Matplotlib, Seaborn, or Plotly.Experience with data preprocessing and feature engineering.Familiarity with cloud platforms (AWS, Azure, GCP) and containerization (Docker, Kubernetes).Excellent problem-solving skills and attention to detail.Strong communication skills and ability to work collaboratively in a team environment.Preferred Qualifications:Experience with big data technologies (e.g., Hadoop, Spark).Knowledge of natural language processing (NLP) and computer vision.Familiarity with Agile/Scrum development methodologies.Experience with CI/CD pipelines for ML models.What We Offer:Competitive salary and benefits.Opportunities for professional growth and development.A collaborative and innovative work environment.The chance to work on challenging and rewarding projects. Citylogix is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
R&D Engineer III,Rewaa -,12 hours ago,"Riyadh, Saudi Arabia ",Full TimeEntry Level  R&D/Science  IT/Software Development  Engineering - Telecom/Technology  R&amp;D  Science  Engineering  Information Technology (IT)  Computer Science  Research  Pharmacy,https://wuzzuf.net/jobs/p/g/U2Rf6N4BqWED-RD-Engineer-III-Rewaa-Riyadh-Saudi-Arabia,"Experience:2-4 years of proven experience as a Machine Learning Engineer or similar role with a demonstrable project portfolio.Search Engines and recommendation previous experience is preferred.Skills and Abilities:Proficiency in programming languages such as PythonStrong understanding of machine learning algorithms and techniques.Advanced Knowledge of Technical stack such as Python, Elasticsearch, Docker, MySQL.Proficient in using machine learning frameworks and tools such as TensorFlow, PyTorch, pandas and scikit-learn.Strong analytical and logical thinking for tackling complex challenges.Excellent ability to communicate technical concepts to both technical and non-technical stakeholders.Strong understanding of search methodologies, including indexing, query processing, and relevance ranking.Language Proficiency:Fluent English and Arabic verbal and written."
Python Developer,TradeTracker.com -,26 days ago,"Dubai, United Arab Emirates ",Full TimeExperienced  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Python  Information Technology (IT)  Computer Science  Software Development  Software Engineering  javaScript  HTML,https://wuzzuf.net/jobs/p/g/m9k6oZe381r0-Python-Developer-TradeTracker-com-Dubai-United-Arab-Emirates,"1. Bachelor's or Master's degree in Computer Science, Artificial Intelligence, or a related field.2. Minimum of 4 years of professional experience in developing and deploying machine learning models, with a strong emphasis on computer vision applications.3. Extensive knowledge of machine learning concepts, algorithms, and frameworks, including but not limited to CNN, RNN, LSTM, and Transformers.4. Proven track record of selecting and implementing appropriate machine learning models based on project requirements and performance metrics.5. Proficiency in programming languages such as Python, C++, and Java, along with experience in deep learning frameworks like TensorFlow, PyTorch, or Keras.6. In-depth understanding and hands-on experience with the YOLO object detection framework, including training, fine-tuning, and deploying YOLO models for various applications.7. Familiarity with computer vision techniques, including image preprocessing, augmentation, segmentation, and object tracking.8. Strong problem-solving skills and the ability to analyze and optimize model performance.9. Excellent communication and collaboration skills, with the ability to work effectively in a team environment.10. Experience with version control systems (e.g., Git) and collaborative development tools (e.g., Jira, Confluence)."
Senior Data Engineer,Malaa Technologies -,15 days ago,"Riyadh, Saudi Arabia ",Full TimeExperienced  IT/Software Development  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  Engineering  Information Technology (IT)  Computer Science  Software Engineering  Software Development  Computer Engineering  Mechanical Engineering,https://wuzzuf.net/jobs/p/g/ZbFyzbFO4Ise-Senior-Data-Engineer-Malaa-Technologies-Riyadh-Saudi-Arabia,"Qualifications:Master's or PhD in Computer Science, Artificial Intelligence, Biomedical Engineering, or related field.Proven experience in leading AI projects, preferably in the healthcare domain.Strong background in machine learning, deep learning, and computer visionFamiliarity with medical imaging technologies (e.g., MRI, CT, X-ray) and clinical workflowsExperience with regulatory standards in healthcare technology (e.g., HIPAA, FDA)Excellent problem-solving, leadership, and communication skillsSkills:Proficiency in programming languages such as Python, C++, or JavaExperience with AI and ML frameworks.Strong analytical and critical thinking abilitiesAbility to work in a fast-paced and dynamic environment."
Senior Data Engineer,NICE ONE | نايس ون -,15 days ago,"Riyadh, Saudi Arabia ",Full TimeExperienced  IT/Software Development  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  Engineering  Information Technology (IT)  Computer Science  Software Engineering  Software Development  Computer Engineering  Mechanical Engineering,https://wuzzuf.net/jobs/p/g/rNih43QrE4yy-Senior-Data-Engineer-NICE-ONE-نايس-ون-Riyadh-Saudi-Arabia,"Good command of some or all of the following (the more the better):Backend DevelopmentWeb frameworks (preferably: Python Django)APIs  (Preferably: DRF)Data Access (Preferably Django ORM )Experience in frameworks and languages similar to those preferred (such as C#, Java or PHP frameworks) is highly considered - as the concepts are mostly the same - provided that you exhibit ability to learn new frameworks and languages easily.Frontend DevelopmentHTMLCSSJavascript Frameworks (Preferably Vue.js)Experience in development of Enterprise SystemsPortalsAPI PlatformsIntegration (Application and data integration)Enterprise web applicationsDatabase design/modeling and developmentBackground tasks and message queuesReports/Business IntelligenceDatabaseComplex SQL queries and ObjectsMobile AppMobile app development capabilities (preferably Flutter) is a plus.Artificial IntelligenceAI capabilities are a plus.Business IntelligenceBusiness Intelligence capabilities are a plus.DevOpsGitlabDockerKubernetesGunicornWaitressIISLinuxWindows Server"
Observability Tech Lead,Expleo Group -,25 days ago,"Dubai, United Arab Emirates ",Full TimeExperienced  IT/Software Development  Operations/Management  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Development  javaScript  Agile  Engineering  PHP,https://wuzzuf.net/jobs/p/g/h0SGDHOf8RuP-Observability-Tech-Lead-Expleo-Group-Dubai-United-Arab-Emirates,"Qualifications and skills required:• A bachelor degree (computer science, engineering, preferred)• 0-1 years of relevant experience.• Java Knowledge.• Database Knowledge.• PHP, javascript (nodejs) is a plus• Java programming experience• OOP knowledge• Troubleshooting skills• Problem solving skills• Analytical skills• Database experience (MySQL)• Good understanding of networking concepts• Good understanding of web technologies• Good understanding of machine learning• PHP, Javascript is a plus• Angular is a plus"
Web Developer (WordPress),Intoude Foundation Too -,19 days ago,"Kuwait City, Kuwait ",Full TimeEntry Level  Creative/Design/Art  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Web Development  Software Development  javaScript  Software Engineering  CSS,https://wuzzuf.net/jobs/p/g/pHTuYS8fWJ6u-Web-Developer-WordPress-Intoude-Foundation-Too-Kuwait-City-Kuwait,"BSc. degree in Mechatronics Engineering, Computer Engineering, Communication Engineering or any Relevant Degree.C programming (Must), Python and OOP concepts (Must) and Algorithms.knowledge in electronics and logic design.Very good knowledge in Microcontrollers interfacing using (AVR or PIC).Knowledge in communication protocols such as (SPI,UART , TWI)Experience in ai Libraries and frameworks  such as opencv and TKinter.Experience in developing learning materials and coursesExcellent communication and presentation skills"
Web Developer (WordPress),Voli_Agency _LLC -,21 days ago,"Riyadh, Saudi Arabia ",Full TimeEntry Level  Creative/Design/Art  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Web Development  Software Development  javaScript  Software Engineering  CSS,https://wuzzuf.net/jobs/p/g/5msv8e65LeHj-Web-Developer-WordPress-VoliAgency-LLC-Riyadh-Saudi-Arabia,"Experience: 0 – 3 yearsBS/MS degree in Computer Science, Network Engineering, or a related subjectExperience with Pipeline tools (preferably GitHub actions)Excellent command of LinuxStrong knowledge of Bash scriptingExperience with DockerKnowledge of AWS, GCP, or Azure (preferably AWS)Knowledge of PythonProficient understanding of code versioning tools (e.g. Git).Strong troubleshooting skills.Ability to document requirements and specificationsExtra points: Background in SecurityBackground in APM Background in AI/MLBackground in Kubernetes and JenkinsExperience with mobile platform CI/CD processes. Important Note: We care for the well-being of our team members. Hence, we are looking into candidates living nearby Heliopolis Area. Please don't apply if you live very far away."
Distribution Supervisor,"Jotun Middle East, India and Africa (MEIA) -",23 days ago,"Makkah, Saudi Arabia ",Full TimeEntry Level  Logistics/Supply Chain  Operations/Management  Sales/Retail  Distribution  Sales Skills  Sales Target  Logistics  Sales  Customer Service  FMCG,https://wuzzuf.net/jobs/p/g/jzTvx3vHJUBV-Distribution-Supervisor-Jotun-Middle-East-India-and-Africa-MEIA-Makkah-Saudi-Arabia,"RequirementsFresh Graduate - Computer science, Engineering or a related discipline.What is expected from the trainee?Trainees should get their laptop with them.The trainee should put in their consideration that the sessions are not the end, it’s just to put them on the track and enlighten the road. It’s just the beginning so, they should search more and more for each topic after the sessions to enhance their skills and build a strong base.Supervision by Seniors from our team will support the trainee while doing the self-learning topics and the practical real tasks.Trainees should showcase their talent, passion and strong will in learning new technologies.Should have teamwork and communication skills. "
Government Relations/Administrator- Level 1 - Saudi Arabia,Amentum -,7 days ago,"Riyadh, Saudi Arabia ",Full TimeEntry Level  Administration  IT/Software Development  Engineering - Telecom/Technology  administration  microsoft office  information technology (it)  computer science  english  management  personnel,https://wuzzuf.net/jobs/p/g/11N6lK5Kh6tn-Government-RelationsAdministrator--Level-1---Saudi-Arabia-Amentum-Riyadh-Saudi-Arabia,"Senior or graduate from an engineering discipline, such as computer science, electrical engineering, or related fields.Strong self-study abilities and a passion for continuous learning and growth.Proficiency in Python programming language.Basic understanding of computer vision principles, algorithms, and techniques.Familiarity with machine learning models and frameworks.Comfort working in a Linux environment.Exposure to API design and implementation using frameworks like Flask.Some experience or knowledge in embedded systems development is preferred.Familiarity with PCB design using tools such as Proteus, Eagle, EasyEDA, or equivalent is a plus.Strong problem-solving and analytical skills.Good communication skills for effective collaboration with cross-functional teams."
CME - Client Services Specialist,Canon EMEA -,21 days ago,"Doha, Qatar ",Full TimeEntry Level  R&D/Science  Medical/Healthcare  Pharmaceutical  pharmaceutical  healthcare  medical  biotechnology  management  sales,https://wuzzuf.net/jobs/p/g/hU11G3epFTWy-CME---Client-Services-Specialist-Canon-EMEA-Doha-Qatar,No Job Requirements Mentioned
Cyber Security Specialist,EBR Consulting -,25 days ago,"Riyadh, Saudi Arabia ",Full TimeExperienced  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Computer Engineering  Engineering  Security  Information Security  Telecommunication,https://wuzzuf.net/jobs/p/g/7Z6j3CrJYdT3-Cyber-Security-Specialist-EBR-Consulting-Riyadh-Saudi-Arabia,No Job Requirements Mentioned
Associate Director - Analytics and Modelling,Moody's Corporation -,14 days ago,"Dubai, United Arab Emirates ",Full TimeManager  Administration  Engineering - Construction/Civil/Architecture  Project/Program Management  Engineering  Management  Quality Control  Project Management  Architecture  CPD  Civil Engineering,https://wuzzuf.net/jobs/p/g/xpVz13MZoRzg-Associate-Director---Analytics-and-Modelling-Moodys-Corporation-Dubai-United-Arab-Emirates,No Job Requirements Mentioned
Data Engineer Specialist,MSD GCC -,15 days ago,"Dubai, United Arab Emirates ",Full TimeNot specified  Administration  IT/Software Development  Engineering - Telecom/Technology  Data Entry  Administration  Microsoft Office  Information Technology (IT)  Computer Science  Engineering  Admin,https://wuzzuf.net/jobs/p/g/yeJsXW4uYuG7-Data-Engineer-Specialist-MSD-GCC-Dubai-United-Arab-Emirates,No Job Requirements Mentioned
Senior Data Science Analyst,Qatar Airways -,21 days ago,"Doha, Qatar ",Full TimeEntry Level  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Data Analysis  Microsoft Office  Analysis  Python  SQL,https://wuzzuf.net/jobs/p/g/fD9EcjK2OMy1-Senior-Data-Science-Analyst-Qatar-Airways-Doha-Qatar,No Job Requirements Mentioned
Guest Contact Coordinator,"The Lana, Dubai - Dorchester Collection -",10 days ago,"Dubai, United Arab Emirates ",Full TimeExperienced  Customer Service/Support  Hospitality/Hotels/Food Services  Marketing/PR/Advertising  Customer Service  Customer Care  Customer Support  Guest Relations  Administration  Computer  Computer Skills,https://wuzzuf.net/jobs/p/g/kdaQkwXjxbMv-Guest-Contact-Coordinator-The-Lana-Dubai---Dorchester-Collection-Dubai-United-Arab-Emirates,No Job Requirements Mentioned
Pre-Sales Engineer (Systems Engineer) - Turkey,Qumulo -,22 days ago,"Doha, Qatar ",Full TimeEntry Level  Sales/Retail  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  Sales  Sales Skills  Engineering  Sales Target  Electrical Engineering  Mechanical Engineering  Customer Service,https://wuzzuf.net/jobs/p/g/T5MOOrKqDjpL-Pre-Sales-Engineer-Systems-Engineer---Turkey-Qumulo-Doha-Qatar,No Job Requirements Mentioned
"Data Tech Lead, UAE",Jobs via eFinancialCareers -,17 days ago,"Dubai, United Arab Emirates ",Full TimeExperienced  IT/Software Development  Marketing/PR/Advertising  Engineering - Telecom/Technology  information technology (it)  computer science  sales  marketing  software development  management  sql,https://wuzzuf.net/jobs/p/g/DOfsP4bYCuXH-Data-Tech-Lead-UAE-Jobs-via-eFinancialCareers-Dubai-United-Arab-Emirates,No Job Requirements Mentioned
QNB2924-Senior Associate Retail Loans (Qatarization),QNB Group -,29 days ago,"Doha, Qatar ",Full TimeExperienced  Accounting/Finance  Banking  Sales/Retail  qnb  banking  banks  bank  qatari,https://wuzzuf.net/jobs/p/g/XyxpU8sLCA1p-QNB2924-Senior-Associate-Retail-Loans-Qatarization-QNB-Group-Doha-Qatar,"Proven experience as a Data Scientist or Data AnalystExperience in data miningUnderstanding of machine-learning and operations researchKnowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an assetExperience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)Analytical mind and business acumenStrong math skills (e.g. statistics, algebra)Problem-solving aptitudeExcellent communication and presentation skillsBSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred"
Fixed/Mobile Guard,Constellis -,22 days ago,"Kuwait City, Kuwait ",Freelance / ProjectEntry Level  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  information technology (it)  computer science  software development  software engineering  rest  testing  development,https://wuzzuf.net/jobs/p/g/FdIgldBZKFQw-FixedMobile-Guard-Constellis-Kuwait-City-Kuwait,"Programming Language: PythonStrong understanding of machine learning algorithms, neural networks, and deep learning techniquesExperience with popular ML frameworks like TensorFlow or PyTorch is often required.Proficiency in data preprocessing, cleaning, and analysis. Knowledge of libraries like Pandas and NumPy for data manipulationFamiliarity with tools for building and deploying AI models, such as Jupyter notebooks, Azure ML service, AWS Sage Maker,..skills in working with NLP libraries & Knowledge of Huggingface Transformers.Knowledge of databases and query languages (SQL, NoSQL) f"
Regional Sales Manager - Middle East - Cyber Security,CloudSEK -,28 days ago,"Dubai, United Arab Emirates ",Full TimeExperienced  Customer Service/Support  Operations/Management  Sales/Retail  Sales  Sales Skills  Sales Target  Customer Service  Customer Support  Customer Care  Management,https://wuzzuf.net/jobs/p/g/5hD8QH8Jwaa7-Regional-Sales-Manager---Middle-East---Cyber-Security-CloudSEK-Dubai-United-Arab-Emirates,1 to 4 years of experience in data science . Solid understanding of Artificial intelligence models and different use cases implementations. Solid scripting skills in Python. Solid understanding of Mathematics and probability behind the AI models implementation. Experience in AI solutions such as Data Robot or Dataiku is a plus. 
"Tech Lead, UAE",ION -,13 days ago,"Dubai, United Arab Emirates ",Full TimeNot specified  IT/Software Development  Legal  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Development  javaScript  Agile  Engineering  PHP,https://wuzzuf.net/jobs/p/g/D75vUGyzW9Cs-Tech-Lead-UAE-ION-Dubai-United-Arab-Emirates,Bachelor degree in Finance/Accounting4-6 years of experience in cost accounting.Background ERP System is a mustVery good in English ;language.Skills: Active Learning problem Solving Time Management Communication skillsComputer skillsAttention to Detail Analytical thinking Stress Tolerance
"Asset & Wealth Management, Information Security Manager, Doha, Associate",Jobs via eFinancialCareers -,19 days ago,"Doha, Qatar ",Full TimeExperienced  Accounting/Finance  IT/Software Development  Engineering - Telecom/Technology  Finance  Accounting  Financial Analysis  Financial Management  Assets  Information Technology (IT)  Commerce,https://wuzzuf.net/jobs/p/g/5iULHnGKgWVe-Asset-Wealth-Management-Information-Security-Manager-Doha-Associate-Jobs-via-eFinancialCareers-Doha-Qatar,fresh grad from Mechanical engineering excellent in Microsoft office 
Technical Success Manager,Stats Perform -,22 days ago,"Doha, Qatar ",Full TimeExperienced  Engineering - Construction/Civil/Architecture  IT/Software Development  Engineering - Telecom/Technology  Engineering  Civil Engineering  Information Technology (IT)  Technical Office  Computer Science  Project Management  AutoCAD,https://wuzzuf.net/jobs/p/g/yLu2vMU4MKwk-Technical-Success-Manager-Stats-Perform-Doha-Qatar," Qualifications:Bachelor’s degree in Computer Science, Information Technology, or related field.Proven experience as a Machine Learning Engineer or similar role. Technical Skills:Extensive experience with Python is essential.Strong knowledge for different ML libraries and frameworks such as Scikit-learn, TensorFlow and PyTorch.Familiarity with convolutional and recurrent neural networks. "
"AI/ML Sales Specialist, MENAT AGS Specialist Team",Amazon Web Services (AWS) -,27 days ago,"Dubai, United Arab Emirates ",Full TimeNot specified  IT/Software Development  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  enterprise  ai  expertise  customers  aws,https://wuzzuf.net/jobs/p/g/y9lnAZMVziAe-AIML-Sales-Specialist-MENAT-AGS-Specialist-Team-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Grad From Mechanical Engineer Excellent in Microsoft office 
,,,,,,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent professional experience.Minimum of 5 years of experience in full-stack web development, with a strong understanding of Django (Python) for the backend and React for the frontend.Proficient in Django web framework, Django REST Framework, and React.Experience with RESTful API development and microservices architecture.Knowledge of database systems (e.g., PostgreSQL, MySQL) and their integration with Django applications.Familiarity with AI technologies, such as natural language processing, machine learning, and deep learning, and their integration with web applications.Strong problem-solving, analytical, and debugging skills.Excellent communication, leadership, and project management skills.Ability to work in a collaborative and cross-functional team environment.Commitment to staying up-to-date with the latest technologies and industry best practices in Django, React, and AI integration."
,,,,,,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent professional experience.Minimum of 5 years of experience in full-stack web development, with a strong understanding of Django (Python) for the backend and React for the frontend.Proficient in Django web framework, Django REST Framework, and React.Experience with RESTful API development and microservices architecture.Knowledge of database systems (e.g., PostgreSQL, MySQL) and their integration with Django applications.Familiarity with AI technologies, such as natural language processing, machine learning, and deep learning, and their integration with web applications.Strong problem-solving, analytical, and debugging skills.Excellent communication, leadership, and project management skills.Ability to work in a collaborative and cross-functional team environment.Commitment to staying up-to-date with the latest technologies and industry best practices in Django, React, and AI integration."
,,,,,,"Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.5+ years of professional experience in backend development using Python.Solid understanding of software design patterns, data structures, and algorithms.Proven experience with AI/ML frameworks (e.g., Tensor Flow, PyTorch, Sickie-Learn) and deploying machine learning models.Strong experience with web frameworks (e.g., Flask, Django) and building RESTful APIs.Familiarity with cloud platforms (AWS, GCP, Azure) and containerization (Docker, Kubernetes).Solid understanding of relational and NoSQL databases.Experience with microservices architecture and distributed systems is a plus.Excellent problem-solving skills and the ability to work independently or as part of a team.Effective communication skills and a collaborative mindset."
